,name,postcode,property_type,bedrooms,bathrooms,parking,schools,cost_text,train_station(m),CBD(m),population2022,population2023,population2024,population2025,income2022,income2023,income2024,income2025,price_label
2646,120 Avebury Drive Berwick VIC 3806,3806,House,4,2,2,0.8,470.0,3618.2,45043.7,31707.0,31327.0,30953.0,30585.0,119038,123105,127312,131664,0
3285,75 Noble Street Newtown VIC 3220,3220,Townhouse,3,2,2,0.1,470.0,1557.8,78567.7,21151.0,21115.0,21079.0,21043.0,115692,118378,121126,123938,0
3273,3/1 Leamington Street Reservoir VIC 3073,3073,Townhouse,3,1,2,0.2,470.0,770.7,12866.8,44917.0,43681.0,42480.0,41315.0,110619,115138,119847,124755,0
2609,38 Aphrodite Drive Truganina VIC 3029,3029,House,4,2,2,0.6,470.0,3324.0,24128.2,100224.0,104172.0,108388.0,112884.0,169694,173516,177436,181457,0
768,76 Seventh Avenue Rosebud VIC 3939,3939,House,2,2,2,0.9,470.0,28639.0,90917.1,17907.0,18009.0,18112.0,18216.0,139244,142474,145797,149217,0
3254,8 Sing Crescent Berwick VIC 3806,3806,House,3,2,2,0.7,470.0,3677.3,47865.7,31707.0,31327.0,30953.0,30585.0,119038,123105,127312,131664,0
2607,9 Clayton Road Craigieburn VIC 3064,3064,House,4,2,1,0.6,470.0,5161.4,39025.7,66517.0,73155.0,81774.0,92894.0,218787,223961,229267,234708,0
737,33 Camaro Drive Cranbourne East VIC 3977,3977,House,4,2,2,0.2,470.0,5162.8,54667.4,151306.0,158304.0,165983.0,174412.0,430078,446475,463552,481340,0
2148,40 Karabair Street Clyde North VIC 3978,3978,House,4,2,2,0.7,475.0,5173.7,54288.9,34386.0,37544.0,41005.0,44802.0,191734,201926,212797,224400,0
5334,3/23 Robe Street St Kilda VIC 3182,3182,Apartment / Unit / Flat,1,1,0,1.0,475.0,1974.3,7764.1,27813.0,26448.0,25151.0,23917.0,61492,63821,66238,68747,0
2158,10 Canoe Street Armstrong Creek VIC 3217,3217,House,4,2,2,1.9,475.0,6980.2,94516.3,75097.0,78164.0,81416.0,84863.0,292870,307583,323184,339736,0
2934,12 Bales Road Cranbourne East VIC 3977,3977,House,4,2,2,1.0,475.0,2748.2,51901.5,151306.0,158304.0,165983.0,174412.0,430078,446475,463552,481340,0
2693,30 Salim Way Clyde North VIC 3978,3978,House,4,2,1,0.8,475.0,5943.6,53875.8,34386.0,37544.0,41005.0,44802.0,191734,201926,212797,224400,0
5464,335/220 Bay Road Sandringham VIC 3191,3191,Apartment / Unit / Flat,1,1,2,0.3,475.0,2235.7,20642.1,10111.0,9986.0,9863.0,9741.0,61308,61033,60759,60486,0
4953,12E/12 Marine Parade St Kilda VIC 3182,3182,Apartment / Unit / Flat,1,1,1,1.0,475.0,2428.8,8963.7,27813.0,26448.0,25151.0,23917.0,61492,63821,66238,68747,0
488,15/76 Mathoura Road Toorak VIC 3142,3142,Apartment / Unit / Flat,2,1,1,0.3,475.0,1107.0,6582.6,19980.0,19356.0,18754.0,18172.0,145927,152076,158484,165162,0
4939,114/657 Chapel St South Yarra VIC 3141,3141,Apartment / Unit / Flat,1,1,1,0.9,475.0,637.8,5554.1,21173.0,20160.0,19196.0,18280.0,101617,99762,99049,99286,0
747,206/242 High Street Prahran VIC 3181,3181,Apartment / Unit / Flat,1,1,1,0.4,475.0,733.8,6485.4,20442.0,19535.0,18669.0,17840.0,76595,80071,83705,87504,0
4673,210/241 Harbour Esplanade Docklands VIC 3008,3008,Apartment / Unit / Flat,2,1,0,2.1,475.0,1118.9,2315.2,13913.0,13061.0,12261.0,11510.0,47373,46618,45875,45144,0
1078,801/8 Joseph Road Footscray VIC 3011,3011,Apartment / Unit / Flat,2,2,1,1.2,475.0,784.1,6482.4,25749.0,25312.0,24882.0,24461.0,135845,141657,147725,154059,0
1414,4/23 Albert Street East Melbourne VIC 3002,3002,Apartment / Unit / Flat,1,1,0,1.1,475.0,674.5,1542.2,5563.0,5334.0,5113.0,4902.0,76940,79784,82733,85791,0
1075,623/539 St Kilda Road Melbourne VIC 3000,3000,Apartment / Unit / Flat,1,1,1,0.7,475.0,1346.5,4507.8,41911.0,37220.0,33055.0,29355.0,23639,24109,24588,25077,0
1812,1/13 Ulupna Road Ormond VIC 3204,3204,Apartment / Unit / Flat,2,1,1,1.1,475.0,350.5,15777.2,29912.0,29401.0,28906.0,28426.0,132566,137689,143019,148565,0
1429,18/11-17 Park Street St Kilda West VIC 3182,3182,Apartment / Unit / Flat,2,1,0,0.5,475.0,2191.9,7207.3,27813.0,26448.0,25151.0,23917.0,61492,63821,66238,68747,0
5355,213/91 Dow Street Port Melbourne VIC 3207,3207,House,1,1,1,0.6,475.0,4266.4,5269.2,18211.0,18019.0,17861.0,17740.0,117954,118734,119759,121021,0
5450,2615/135 A'Beckett Street Melbourne VIC 3000,3000,Apartment / Unit / Flat,1,1,0,1.2,475.0,357.8,651.4,41911.0,37220.0,33055.0,29355.0,23639,24109,24588,25077,0
1456,1 16 -18 Millswyn Street South Yarra VIC 3141,3141,Apartment / Unit / Flat,1,1,0,0.7,475.0,1235.7,3927.6,21173.0,20160.0,19196.0,18280.0,101617,99762,99049,99286,0
1827,3/402 Toorak Road Toorak VIC 3142,3142,Apartment / Unit / Flat,2,1,2,0.6,475.0,730.0,6205.5,19980.0,19356.0,18754.0,18172.0,145927,152076,158484,165162,0
2851,12 Beacon Drive Cranbourne North VIC 3977,3977,House,4,2,2,0.7,475.0,5825.2,50013.6,151306.0,158304.0,165983.0,174412.0,430078,446475,463552,481340,0
2962,Unit 1/1 Meadowbank Street Glenroy VIC 3046,3046,Townhouse,3,1,2,0.9,475.0,1125.7,14261.8,46849.0,45831.0,44838.0,43867.0,188361,195851,203646,211758,0
1515,10/4A Wando Grove St Kilda East VIC 3183,3183,Apartment / Unit / Flat,2,1,1,1.2,475.0,1909.1,8881.1,11828.0,11318.0,10830.0,10363.0,69684,73159,76807,80637,0
1538,1/791 Malvern Road Toorak VIC 3142,3142,Apartment / Unit / Flat,2,1,1,0.3,475.0,837.8,8421.3,19980.0,19356.0,18754.0,18172.0,145927,152076,158484,165162,0
4494,1/59 Chapman Street North Melbourne VIC 3051,3051,Apartment / Unit / Flat,2,1,1,0.3,475.0,1902.2,2670.7,25025.0,23778.0,22593.0,21468.0,51986,53971,56032,58172,0
5190,4105/80 A'Beckett Street Melbourne VIC 3000,3000,Apartment / Unit / Flat,1,1,0,1.1,475.0,249.3,542.9,41911.0,37220.0,33055.0,29355.0,23639,24109,24588,25077,0
1536,501/243 Franklin Street Melbourne VIC 3000,3000,Apartment / Unit / Flat,2,1,0,1.4,475.0,470.4,1114.5,41911.0,37220.0,33055.0,29355.0,23639,24109,24588,25077,0
3632,1 Hedderwick Street Essendon VIC 3040,3040,House,3,2,2,0.4,475.0,1612.9,9873.8,30871.0,30241.0,29625.0,29022.0,139781,145188,150804,156638,0
4176,32 Leithead Street Brunswick VIC 3056,3056,House,2,1,0,0.7,475.0,1086.5,6570.4,17310.0,16654.0,16022.0,15415.0,68842,72533,76422,80520,0
2567,64 Tristania Drive Point Cook VIC 3030,3030,House,4,2,2,1.0,475.0,5056.9,28442.6,83884.0,84882.0,85970.0,87152.0,250099,257670,265481,273539,0
4333,114/4 Acacia Place Abbotsford VIC 3067,3067,Apartment / Unit / Flat,2,1,1,0.7,475.0,2574.1,4901.8,9872.0,9647.0,9427.0,9212.0,70584,72934,75362,77871,0
3167,2 Burnden Close Berwick VIC 3806,3806,Townhouse,3,2,2,0.5,475.0,3498.0,47686.4,31707.0,31327.0,30953.0,30585.0,119038,123105,127312,131664,0
2072,30 Fernside Avenue Briar Hill VIC 3088,3088,House,4,1,2,0.4,475.0,1768.2,23330.9,31001.0,30469.0,29946.0,29433.0,139109,144360,149815,155482,0
3248,4 Barber Court Berwick VIC 3806,3806,House,3,2,2,0.4,475.0,3255.9,47444.3,31707.0,31327.0,30953.0,30585.0,119038,123105,127312,131664,0
3972,101A/8 Station Street Caulfield North VIC 3161,3161,Apartment / Unit / Flat,2,1,1,0.6,475.0,548.5,12129.9,10418.0,10185.0,9957.0,9734.0,56454,58176,59951,61780,0
4305,2301/8 Hallenstein Street Footscray VIC 3011,3011,House,2,2,1,1.0,475.0,523.5,6524.7,25749.0,25312.0,24882.0,24461.0,135845,141657,147725,154059,0
833,18 Hollybrook Street Melton South VIC 3338,3338,House,3,2,3,1.0,475.0,2231.0,46144.0,38097.0,40653.0,43379.0,46288.0,57228,58600,60005,61444,0
3216,4 Urban Lane Hallam VIC 3803,3803,Townhouse,3,2,2,1.2,475.0,2375.9,38394.3,11000.0,10625.0,10264.0,9915.0,45371,45111,44852,44594,0
1724,10/110 Caroline Street South Yarra VIC 3141,3141,Apartment / Unit / Flat,2,1,0,0.9,475.0,1009.9,4392.8,21173.0,20160.0,19196.0,18280.0,101617,99762,99049,99286,0
2866,7 Kookaburra Drive Armstrong Creek VIC 3217,3217,House,4,2,2,1.6,475.0,6831.6,94308.7,75097.0,78164.0,81416.0,84863.0,292870,307583,323184,339736,0
5219,14/45 York Street Richmond VIC 3121,3121,Apartment / Unit / Flat,1,1,1,0.2,475.0,474.4,3130.7,33700.0,32500.0,31343.0,30227.0,82185,86074,90147,94413,0
3387,52 Dunvegan Crescent Macleod VIC 3085,3085,House,3,1,2,0.9,475.0,1836.2,18849.0,14992.0,14668.0,14352.0,14045.0,115582,119258,123055,126977,0
2553,40 Swanburra Drive Charlemont VIC 3217,3217,House,4,2,2,2.1,475.0,2792.0,89510.4,75097.0,78164.0,81416.0,84863.0,292870,307583,323184,339736,0
190,208/616 Little Collins Street Melbourne VIC 3000,3000,Apartment / Unit / Flat,2,1,1,2.3,475.0,1222.8,1437.7,41911.0,37220.0,33055.0,29355.0,23639,24109,24588,25077,0
5155,904/10 Wominjeka Walk West Melbourne VIC 3003,3003,Apartment / Unit / Flat,1,1,0,1.3,475.0,1006.5,1780.0,3.0,3.0,3.0,3.0,70,17,4,1,0
2349,8 Water Fern Grove Greenvale VIC 3059,3059,House,4,2,2,2.7,475.0,7097.8,26437.1,23362.0,24587.0,25876.0,27233.0,65450,68513,71719,75075,0
467,9/204 Union Street Brunswick West VIC 3055,3055,House,2,1,1,0.5,475.0,1047.5,5642.8,26235.0,25552.0,24889.0,24246.0,141250,149574,158392,167734,0
100,3 Citrinus Street Mount Duneed VIC 3217,3217,House,3,2,2,0.7,475.0,3713.0,89485.1,75097.0,78164.0,81416.0,84863.0,292870,307583,323184,339736,0
97,31 Marjorie Ave Belmont VIC 3216,3216,House,4,1,3,1.0,475.0,4062.1,86861.3,59229.0,60753.0,62377.0,64109.0,184195,192855,201927,211432,0
1626,304/2-6 Duckett Street Brunswick VIC 3056,3056,Apartment / Unit / Flat,2,1,1,1.0,475.0,331.8,5858.3,17310.0,16654.0,16022.0,15415.0,68842,72533,76422,80520,0
1615,704/68 Wests Road Maribyrnong VIC 3032,3032,Apartment / Unit / Flat,2,2,1,1.2,475.0,4638.5,9866.6,35686.0,34957.0,34252.0,33571.0,199379,207294,215524,224082,0
2382,12 Magdalene Court Sunbury VIC 3429,3429,House,4,2,2,0.5,475.0,4765.2,36879.5,39033.0,39423.0,39819.0,40222.0,132902,138467,144266,150309,0
3592,110 Tennyson Street Kensington VIC 3031,3031,Apartment / Unit / Flat,3,1,0,0.7,475.0,789.1,4861.8,16185.0,15584.0,15009.0,14459.0,139670,144829,150178,155724,0
4562,77A Ferguson Street Williamstown VIC 3016,3016,Apartment / Unit / Flat,2,1,0,0.6,475.0,924.7,12225.4,16752.0,16444.0,16143.0,15846.0,72991,75151,77375,79665,0
5265,924/199 William Street Melbourne VIC 3000,3000,Apartment / Unit / Flat,1,1,1,1.9,475.0,384.3,743.6,41911.0,37220.0,33055.0,29355.0,23639,24109,24588,25077,0
630,1/21 Thanet Street Malvern VIC 3144,3144,Apartment / Unit / Flat,2,1,1,0.5,475.0,1299.9,10813.3,6080.0,5849.0,5627.0,5413.0,69198,71082,73017,75005,0
2840,54 Beethoven Drive Narre Warren South VIC 3805,3805,House,4,2,2,0.5,480.0,4887.5,47324.1,28242.0,27981.0,27725.0,27474.0,115082,118900,122847,126927,0
4519,319/570 Swanston Street Carlton VIC 3053,3053,Apartment / Unit / Flat,2,1,0,0.5,480.0,1283.7,1577.3,20750.0,18664.0,16787.0,15099.0,35718,36817,37950,39118,0
481,20 Teague crescent Braybrook VIC 3019,3019,Townhouse,3,2,0,0.7,480.0,2392.7,12180.8,3339.0,3296.0,3254.0,3212.0,57542,60650,63926,67379,0
2400,16 Hoosier Road Clyde North VIC 3978,3978,House,4,2,2,1.3,480.0,7879.7,52068.1,34386.0,37544.0,41005.0,44802.0,191734,201926,212797,224400,0
2874,4 Yerrim Lane Sydenham VIC 3037,3037,House,4,2,2,0.6,480.0,2121.8,26929.4,58516.0,57620.0,56783.0,56003.0,302740,312793,323190,333945,0
2614,10 Haydn Street Lara VIC 3212,3212,House,4,2,8,0.8,480.0,2207.3,60890.4,20108.0,20454.0,20806.0,21164.0,66236,68937,71748,74674,0
4504,7 Julian Street Newtown VIC 3220,3220,Townhouse,2,1,1,0.2,480.0,2057.5,78851.6,21151.0,21115.0,21079.0,21043.0,115692,118378,121126,123938,0
1148,207/6 Station St Caulfield North VIC 3161,3161,Apartment / Unit / Flat,1,1,1,0.6,480.0,572.5,12105.9,10418.0,10185.0,9957.0,9734.0,56454,58176,59951,61780,0
464,220/8 Beavis Street Elsternwick VIC 3185,3185,Apartment / Unit / Flat,2,1,1,1.1,480.0,684.2,11084.3,10462.0,10074.0,9702.0,9343.0,143250,150160,157403,164996,0
3550,683 Ferntree Gully Road Glen Waverley VIC 3150,3150,House,3,2,3,0.5,480.0,4115.3,24483.9,41102.0,39982.0,38898.0,37848.0,115823,119374,123056,126874,0
2865,155 Marquands Road Truganina VIC 3029,3029,House,4,2,2,0.7,480.0,3625.0,24284.0,100224.0,104172.0,108388.0,112884.0,169694,173516,177436,181457,0
2854,19 Brickwood Circuit Craigieburn VIC 3064,3064,House,4,2,2,0.6,480.0,4975.0,39206.3,66517.0,73155.0,81774.0,92894.0,218787,223961,229267,234708,0
2861,22 Oxbow Street Mickleham VIC 3064,3064,House,4,3,2,1.7,480.0,7381.9,42069.7,66517.0,73155.0,81774.0,92894.0,218787,223961,229267,234708,0
3781,22A Banksia Street Doveton VIC 3177,3177,House,3,2,2,0.7,480.0,4124.7,34820.3,11522.0,11095.0,10683.0,10287.0,53241,55949,58795,61786,0
1123,815/91 Galada Avenue Parkville VIC 3052,3052,Apartment / Unit / Flat,2,2,1,0.6,480.0,1334.0,4873.3,7259.0,6616.0,6030.0,5496.0,55181,58233,61454,64853,0
2691,22 Lineham Dr Cranbourne East VIC 3977,3977,House,4,2,2,0.6,480.0,4473.0,56030.5,151306.0,158304.0,165983.0,174412.0,430078,446475,463552,481340,0
804,35 Penleigh Crescent Ocean Grove VIC 3226,3226,House,3,2,1,1.6,480.0,22705.4,102971.0,5003.0,5217.0,5441.0,5674.0,59258,61043,62882,64776,0
2462,12 Mallard Mews South Morang VIC 3752,3752,Townhouse,4,2,2,1.0,480.0,1179.1,27212.4,12027.0,11689.0,11360.0,11041.0,63068,65575,68182,70893,0
2539,10 Carisbrook Crescent Lower Plenty VIC 3093,3093,House,4,1,3,0.5,480.0,2049.9,20708.6,1460.0,1442.0,1423.0,1405.0,68107,70215,72388,74628,0
4556,4/40-42 Clyde Road Berwick VIC 3806,3806,Apartment / Unit / Flat,2,1,1,1.4,480.0,1114.1,45709.6,31707.0,31327.0,30953.0,30585.0,119038,123105,127312,131664,0
2600,3 Galveston Avenue Fraser Rise VIC 3336,3336,House,4,2,0,0.6,480.0,7002.0,36336.2,4415.0,5931.0,7968.0,10704.0,72222,77809,83828,90313,0
2552,1 Currumbin Link Craigieburn VIC 3064,3064,House,4,2,2,0.8,480.0,3153.8,38101.7,66517.0,73155.0,81774.0,92894.0,218787,223961,229267,234708,0
940,49 Vanburn Road Truganina VIC 3029,3029,House,4,3,2,0.3,480.0,2980.2,24168.8,100224.0,104172.0,108388.0,112884.0,169694,173516,177436,181457,0
2557,9 Ionian Way Point Cook VIC 3030,3030,House,4,2,2,0.7,480.0,5367.6,27657.5,83884.0,84882.0,85970.0,87152.0,250099,257670,265481,273539,0
4553,2111/9 Power Street Southbank VIC 3006,3006,Apartment / Unit / Flat,2,1,0,1.0,480.0,1460.7,2220.6,28091.0,27075.0,26096.0,25153.0,126739,130222,133801,137480,0
596,4 Hanover Way Mickleham VIC 3064,3064,Townhouse,3,2,1,6.4,480.0,7774.3,42573.4,66517.0,73155.0,81774.0,92894.0,218787,223961,229267,234708,0
918,38 Callistemon Rise Mill Park VIC 3082,3082,House,4,2,2,0.5,480.0,5515.8,21670.3,17550.0,17049.0,16562.0,16089.0,59853,61995,64214,66512,0
913,24 Jacana Way Armstrong Creek VIC 3217,3217,House,4,2,2,1.3,480.0,6484.2,93961.3,75097.0,78164.0,81416.0,84863.0,292870,307583,323184,339736,0
905,603/53 Mercer Street Geelong VIC 3220,3220,Apartment / Unit / Flat,2,2,1,0.8,480.0,1107.4,77202.5,21151.0,21115.0,21079.0,21043.0,115692,118378,121126,123938,0
2744,11 wenachee street Tarneit VIC 3029,3029,House,4,2,2,0.6,480.0,2907.3,28674.0,100224.0,104172.0,108388.0,112884.0,169694,173516,177436,181457,0
2743,110 Blackmore Road Mickleham VIC 3064,3064,House,4,2,2,5.9,480.0,6534.6,42582.6,66517.0,73155.0,81774.0,92894.0,218787,223961,229267,234708,0
888,1305/105 Batman Street West Melbourne VIC 3003,3003,Apartment / Unit / Flat,1,1,0,1.4,480.0,907.2,1680.7,3.0,3.0,3.0,3.0,70,17,4,1,0
822,7 Lyall Street Armstrong Creek VIC 3217,3217,House,4,2,2,1.7,480.0,6998.6,91080.9,75097.0,78164.0,81416.0,84863.0,292870,307583,323184,339736,0
675,14 Orion Way Roxburgh Park VIC 3064,3064,House,4,2,1,1.0,480.0,2437.4,23773.5,66517.0,73155.0,81774.0,92894.0,218787,223961,229267,234708,0
814,4/98 Rathcown Road Reservoir VIC 3073,3073,Townhouse,2,1,1,0.4,480.0,1307.0,14412.5,44917.0,43681.0,42480.0,41315.0,110619,115138,119847,124755,0
2535,436 Morris Road Tarneit VIC 3029,3029,House,4,2,2,1.2,480.0,2718.0,26180.8,100224.0,104172.0,108388.0,112884.0,169694,173516,177436,181457,0
955,6/779 Point Nepean Road Rosebud VIC 3939,3939,Townhouse,2,2,1,0.7,480.0,27101.4,89379.4,17907.0,18009.0,18112.0,18216.0,139244,142474,145797,149217,0
680,23 Queen Circuit Sunshine VIC 3020,3020,Townhouse,3,2,1,0.8,480.0,1305.4,12818.3,39344.0,38004.0,36712.0,35467.0,194856,199417,204092,208885,0
5259,5007/370 Queen Street Melbourne VIC 3000,3000,Apartment / Unit / Flat,1,1,0,1.3,480.0,413.9,725.4,41911.0,37220.0,33055.0,29355.0,23639,24109,24588,25077,0
2708,28 Saddleback Road Botanic Ridge VIC 3977,3977,Townhouse,4,3,2,0.4,480.0,6020.4,59442.0,151306.0,158304.0,165983.0,174412.0,430078,446475,463552,481340,0
5348,904/50 Claremont Street South Yarra VIC 3141,3141,Apartment / Unit / Flat,1,1,1,0.9,480.0,415.7,5321.4,21173.0,20160.0,19196.0,18280.0,101617,99762,99049,99286,0
2465,2 Livida Circuit Lyndhurst VIC 3975,3975,House,4,2,2,1.2,480.0,2904.8,46539.2,18204.0,18337.0,18471.0,18606.0,58421,59419,60434,61466,0
2825,28 Monash Crescent Clayton South VIC 3169,3169,House,4,2,2,0.3,480.0,1577.7,27299.0,24851.0,23979.0,23137.0,22325.0,111106,115474,120014,124733,0
4399,2/186 Grimshaw Street Greensborough VIC 3088,3088,Apartment / Unit / Flat,2,2,1,0.4,480.0,1521.7,21196.6,31001.0,30469.0,29946.0,29433.0,139109,144360,149815,155482,0
2468,131 Marquands Road Truganina VIC 3029,3029,House,4,2,2,0.7,480.0,3779.0,24130.0,100224.0,104172.0,108388.0,112884.0,169694,173516,177436,181457,0
1038,6/1204 Glen Huntly Road Glen Huntly VIC 3163,3163,Townhouse,2,1,1,0.5,480.0,170.3,14284.1,47117.0,45748.0,44424.0,43142.0,251303,258748,266444,274401,0
517,4 Patria Street Berwick VIC 3806,3806,House,3,2,1,0.8,480.0,3954.2,48142.6,31707.0,31327.0,30953.0,30585.0,119038,123105,127312,131664,0
2836,23 Atheldene Drive Glen Waverley VIC 3150,3150,House,4,2,2,0.5,480.0,2511.3,26863.1,41102.0,39982.0,38898.0,37848.0,115823,119374,123056,126874,0
3746,52 Adeney Street Yarraville VIC 3013,3013,House,3,1,2,1.1,480.0,2381.3,11537.4,16492.0,16334.0,16177.0,16022.0,82369,85980,89749,93683,0
535,32 Henry Street Highett VIC 3190,3190,House,2,1,1,0.5,480.0,859.4,20786.3,12487.0,12441.0,12394.0,12348.0,78303,82506,86935,91602,0
2808,11 Mayopark Street Deanside VIC 3336,3336,House,4,2,2,3.3,480.0,6629.6,32263.6,4415.0,5931.0,7968.0,10704.0,72222,77809,83828,90313,0
4801,405/36 La Trobe Street Melbourne VIC 3000,3000,Apartment / Unit / Flat,1,1,0,0.7,480.0,836.4,1211.4,41911.0,37220.0,33055.0,29355.0,23639,24109,24588,25077,0
3741,17/12 Surrey Road Mount Waverley VIC 3149,3149,Townhouse,3,1,1,0.5,480.0,2282.6,21662.9,38987.0,37846.0,36738.0,35664.0,112421,115126,117898,120739,0
980,203/59-63 Warrigal Road Hughesdale VIC 3166,3166,Apartment / Unit / Flat,2,2,1,0.5,480.0,667.6,18001.4,26711.0,26267.0,25833.0,25407.0,120758,124077,127489,130996,0
2792,14 Valiant Street Deanside VIC 3336,3336,House,4,2,2,2.4,480.0,7422.4,33056.4,4415.0,5931.0,7968.0,10704.0,72222,77809,83828,90313,0
964,4/10 Gillies Street Essendon North VIC 3041,3041,Townhouse,2,1,2,0.1,480.0,2298.6,10293.3,15431.0,15211.0,14994.0,14781.0,204155,212929,222203,232010,0
4352,205/6 Dart Street Highett VIC 3190,3190,Apartment / Unit / Flat,2,2,1,0.5,480.0,556.6,21077.3,12487.0,12441.0,12394.0,12348.0,78303,82506,86935,91602,0
2474,47 Manning Drive Noble Park North VIC 3174,3174,House,4,2,2,0.4,480.0,4415.6,28096.0,31243.0,30047.0,28899.0,27798.0,96270,98881,101565,104325,0
2470,19 Kamala drive Tarneit VIC 3029,3029,House,4,2,2,1.6,480.0,7284.9,34547.1,100224.0,104172.0,108388.0,112884.0,169694,173516,177436,181457,0
4065,17/3 Tennyson Street Elwood VIC 3184,3184,Apartment / Unit / Flat,2,1,1,0.4,480.0,1299.3,7857.7,15328.0,14698.0,14093.0,13513.0,71039,72528,74048,75600,0
5365,202/1 Evergreen Mews Armadale VIC 3143,3143,Apartment / Unit / Flat,1,1,1,0.5,480.0,467.1,7958.5,9897.0,9591.0,9294.0,9007.0,85598,91770,98387,105481,0
122,9 Jason Close Berwick VIC 3806,3806,House,4,2,1,0.7,480.0,3367.6,47556.0,31707.0,31327.0,30953.0,30585.0,119038,123105,127312,131664,0
2087,8 Paso Grove Clyde North VIC 3978,3978,House,4,2,1,0.8,480.0,5964.0,54047.7,34386.0,37544.0,41005.0,44802.0,191734,201926,212797,224400,0
162,7/6 Chandler Road Noble Park VIC 3174,3174,House,3,2,2,1.0,480.0,1828.2,32384.4,31243.0,30047.0,28899.0,27798.0,96270,98881,101565,104325,0
4181,205A/168 Victoria Road Northcote VIC 3070,3070,Apartment / Unit / Flat,2,1,1,0.9,480.0,1184.1,8172.0,26596.0,25814.0,25056.0,24319.0,75006,78464,82081,85865,0
3132,1/23 Alkoomi Avenue Hamlyn Heights VIC 3215,3215,Townhouse,3,2,2,0.4,480.0,4491.1,74262.5,24555.0,24460.0,24367.0,24276.0,131652,138947,146646,154772,0
212,4/5 Atlantic Street Clayton VIC 3168,3168,Townhouse,4,2,2,0.3,480.0,2025.4,22920.9,23358.0,21169.0,19186.0,17389.0,29868,29462,29062,28667,0
2105,15 Erasmus Avenue Craigieburn VIC 3064,3064,House,4,2,2,1.0,480.0,6313.1,37943.3,66517.0,73155.0,81774.0,92894.0,218787,223961,229267,234708,0
4189,34 Kavanagh Street Southbank VIC 3006,3006,Apartment / Unit / Flat,2,1,0,1.1,480.0,1162.8,2356.9,28091.0,27075.0,26096.0,25153.0,126739,130222,133801,137480,0
2061,111 Countess Drive St Leonards VIC 3223,3223,House,4,2,2,0.9,480.0,80974.6,112759.7,9568.0,10127.0,10719.0,11345.0,56316,59672,63228,66996,0
2114,6 Ringarooma Drive Truganina VIC 3029,3029,Apartment / Unit / Flat,4,2,2,1.9,480.0,3048.1,26409.3,100224.0,104172.0,108388.0,112884.0,169694,173516,177436,181457,0
3106,1/21 Fintonia Road Noble Park VIC 3174,3174,Villa,3,1,2,0.7,480.0,1333.7,32682.7,31243.0,30047.0,28899.0,27798.0,96270,98881,101565,104325,0
1181,2 Hailar Lane Lara VIC 3212,3212,House,4,2,0,1.2,480.0,2370.9,61300.9,20108.0,20454.0,20806.0,21164.0,66236,68937,71748,74674,0
4691,5/2 Hudson Street Coburg VIC 3058,3058,House,2,2,1,0.6,480.0,602.1,8110.7,37334.0,36772.0,36219.0,35674.0,132414,138563,144998,151732,0
3094,2/48 Field Avenue Edithvale VIC 3196,3196,Apartment / Unit / Flat,3,1,2,0.2,480.0,679.6,46509.9,25945.0,25853.0,25763.0,25675.0,199298,205472,211844,218420,0
2134,9 Western Way Narre Warren VIC 3805,3805,House,4,4,2,1.3,480.0,1525.6,41984.0,28242.0,27981.0,27725.0,27474.0,115082,118900,122847,126927,0
4775,1109/14 Kavanagh Street Southbank VIC 3006,3006,Apartment / Unit / Flat,1,1,1,1.3,480.0,1176.6,2370.8,28091.0,27075.0,26096.0,25153.0,126739,130222,133801,137480,0
278,1206/5 Joseph Road Footscray VIC 3011,3011,Apartment / Unit / Flat,2,2,1,1.0,480.0,826.1,6356.6,25749.0,25312.0,24882.0,24461.0,135845,141657,147725,154059,0
4680,AP2.1/29 Browns Road Clayton VIC 3168,3168,New Apartments / Off the Plan,2,1,1,0.9,480.0,955.5,23466.4,23358.0,21169.0,19186.0,17389.0,29868,29462,29062,28667,0
2116,12 Sorrenberg Street Point Cook VIC 3030,3030,House,4,2,2,1.4,480.0,8547.0,31932.7,83884.0,84882.0,85970.0,87152.0,250099,257670,265481,273539,0
3201,1/411 Stephensons Road Mount Waverley VIC 3149,3149,Apartment / Unit / Flat,3,2,1,0.6,480.0,1385.6,21196.1,38987.0,37846.0,36738.0,35664.0,112421,115126,117898,120739,0
4153,2/59 Alice Street Clayton VIC 3168,3168,Townhouse,2,2,1,0.8,480.0,915.6,23623.6,23358.0,21169.0,19186.0,17389.0,29868,29462,29062,28667,0
5130,168/100 Kavanagh Street Southbank VIC 3006,3006,Apartment / Unit / Flat,1,1,1,0.9,480.0,1358.2,2291.7,28091.0,27075.0,26096.0,25153.0,126739,130222,133801,137480,0
4059,G11/2 PRINCES STREET St Kilda VIC 3182,3182,Apartment / Unit / Flat,2,2,1,0.3,480.0,1475.1,6019.7,27813.0,26448.0,25151.0,23917.0,61492,63821,66238,68747,0
4771,601/118 Kavanagh Street Southbank VIC 3006,3006,Apartment / Unit / Flat,1,1,0,0.8,480.0,1477.7,2371.7,28091.0,27075.0,26096.0,25153.0,126739,130222,133801,137480,0
6196,5 Brently Close Narre Warren North VIC 3804,3804,House,4,2,0,1.3,480.0,5945.5,41195.0,10327.0,10113.0,9904.0,9700.0,121029,125416,129962,134673,0
1915,94 Langdon Drive Mernda VIC 3754,3754,House,5,2,2,1.2,480.0,2612.5,31275.5,30585.0,31049.0,31523.0,32009.0,129749,136345,143291,150606,0
